// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 15 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
Unable to find .sln or .csproj file. Will use current directory D:\HierarchyKit to search for project file. If you don't use .sln file on purpose it should not be a problem.
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\obj\Release\net10.0/" /p:OutDir="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" /p:OutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7
// command took 0.73 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\obj\Release\net10.0/" /p:OutDir="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" /p:OutputPath="D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" --output "D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0/" in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7
// command took 3.99 sec and exited with 0
// ***** Done, took 00:00:04 (4.78 sec)   *****
// Found 15 benchmarks:
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=1000]
//   HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Move: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Remove: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.GetChildren: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
//   HierarchyBenchmarks.Descendants: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f708123d-25c8-4862-a51c-d2fd081c87d7.dll --anonymousPipes 2056 2144 --benchmarkName "HierarchyBenchmarks.Add(NodeCount: 100)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 0 in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2
// GC=Non-concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: Job-HOTHSI(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 175000.00 ns, 175.0000 us/op
WorkloadWarmup  11: 1 op, 131300.00 ns, 131.3000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 141700.00 ns, 141.7000 us/op
WorkloadActual   2: 1 op, 130200.00 ns, 130.2000 us/op
WorkloadActual   3: 1 op, 128900.00 ns, 128.9000 us/op
WorkloadActual   4: 1 op, 128600.00 ns, 128.6000 us/op
WorkloadActual   5: 1 op, 120000.00 ns, 120.0000 us/op
WorkloadActual   6: 1 op, 112700.00 ns, 112.7000 us/op
WorkloadActual   7: 1 op, 111200.00 ns, 111.2000 us/op
WorkloadActual   8: 1 op, 112500.00 ns, 112.5000 us/op
WorkloadActual   9: 1 op, 113900.00 ns, 113.9000 us/op
WorkloadActual  10: 1 op, 111600.00 ns, 111.6000 us/op
WorkloadActual  11: 1 op, 115100.00 ns, 115.1000 us/op
WorkloadActual  12: 1 op, 119500.00 ns, 119.5000 us/op
WorkloadActual  13: 1 op, 111500.00 ns, 111.5000 us/op
WorkloadActual  14: 1 op, 116000.00 ns, 116.0000 us/op
WorkloadActual  15: 1 op, 123000.00 ns, 123.0000 us/op
WorkloadActual  16: 1 op, 118000.00 ns, 118.0000 us/op
WorkloadActual  17: 1 op, 114700.00 ns, 114.7000 us/op
WorkloadActual  18: 1 op, 112400.00 ns, 112.4000 us/op
WorkloadActual  19: 1 op, 114100.00 ns, 114.1000 us/op
WorkloadActual  20: 1 op, 112700.00 ns, 112.7000 us/op
WorkloadActual  21: 1 op, 108600.00 ns, 108.6000 us/op
WorkloadActual  22: 1 op, 103300.00 ns, 103.3000 us/op
WorkloadActual  23: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadActual  24: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadActual  25: 1 op, 104400.00 ns, 104.4000 us/op
WorkloadActual  26: 1 op, 104100.00 ns, 104.1000 us/op
WorkloadActual  27: 1 op, 102500.00 ns, 102.5000 us/op
WorkloadActual  28: 1 op, 102300.00 ns, 102.3000 us/op
WorkloadActual  29: 1 op, 102000.00 ns, 102.0000 us/op
WorkloadActual  30: 1 op, 102400.00 ns, 102.4000 us/op
WorkloadActual  31: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadActual  32: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  33: 1 op, 105700.00 ns, 105.7000 us/op
WorkloadActual  34: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadActual  35: 1 op, 102400.00 ns, 102.4000 us/op
WorkloadActual  36: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadActual  37: 1 op, 104200.00 ns, 104.2000 us/op
WorkloadActual  38: 1 op, 107600.00 ns, 107.6000 us/op
WorkloadActual  39: 1 op, 102900.00 ns, 102.9000 us/op
WorkloadActual  40: 1 op, 103100.00 ns, 103.1000 us/op
WorkloadActual  41: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadActual  42: 1 op, 101300.00 ns, 101.3000 us/op
WorkloadActual  43: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadActual  44: 1 op, 103800.00 ns, 103.8000 us/op
WorkloadActual  45: 1 op, 102800.00 ns, 102.8000 us/op
WorkloadActual  46: 1 op, 111200.00 ns, 111.2000 us/op
WorkloadActual  47: 1 op, 105300.00 ns, 105.3000 us/op
WorkloadActual  48: 1 op, 105600.00 ns, 105.6000 us/op
WorkloadActual  49: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadActual  50: 1 op, 102200.00 ns, 102.2000 us/op
WorkloadActual  51: 1 op, 102800.00 ns, 102.8000 us/op
WorkloadActual  52: 1 op, 108400.00 ns, 108.4000 us/op
WorkloadActual  53: 1 op, 103700.00 ns, 103.7000 us/op
WorkloadActual  54: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadActual  55: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  56: 1 op, 96500.00 ns, 96.5000 us/op
WorkloadActual  57: 1 op, 97200.00 ns, 97.2000 us/op
WorkloadActual  58: 1 op, 96300.00 ns, 96.3000 us/op
WorkloadActual  59: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  60: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  61: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  62: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  63: 1 op, 98400.00 ns, 98.4000 us/op
WorkloadActual  64: 1 op, 105900.00 ns, 105.9000 us/op
WorkloadActual  65: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadActual  66: 1 op, 105700.00 ns, 105.7000 us/op
WorkloadActual  67: 1 op, 100000.00 ns, 100.0000 us/op
WorkloadActual  68: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual  69: 1 op, 111000.00 ns, 111.0000 us/op
WorkloadActual  70: 1 op, 100600.00 ns, 100.6000 us/op
WorkloadActual  71: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadActual  72: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadActual  73: 1 op, 103600.00 ns, 103.6000 us/op
WorkloadActual  74: 1 op, 99600.00 ns, 99.6000 us/op
WorkloadActual  75: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadActual  76: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  77: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadActual  78: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadActual  79: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadActual  80: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadActual  81: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadActual  82: 1 op, 97700.00 ns, 97.7000 us/op
WorkloadActual  83: 1 op, 99900.00 ns, 99.9000 us/op
WorkloadActual  84: 1 op, 97300.00 ns, 97.3000 us/op
WorkloadActual  85: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadActual  86: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadActual  87: 1 op, 109800.00 ns, 109.8000 us/op
WorkloadActual  88: 1 op, 102000.00 ns, 102.0000 us/op
WorkloadActual  89: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  90: 1 op, 194900.00 ns, 194.9000 us/op
WorkloadActual  91: 1 op, 101900.00 ns, 101.9000 us/op
WorkloadActual  92: 1 op, 100300.00 ns, 100.3000 us/op
WorkloadActual  93: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  94: 1 op, 104400.00 ns, 104.4000 us/op
WorkloadActual  95: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadActual  96: 1 op, 98000.00 ns, 98.0000 us/op
WorkloadActual  97: 1 op, 240700.00 ns, 240.7000 us/op
WorkloadActual  98: 1 op, 103600.00 ns, 103.6000 us/op
WorkloadActual  99: 1 op, 100900.00 ns, 100.9000 us/op
WorkloadActual  100: 1 op, 113200.00 ns, 113.2000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 119900.00 ns, 119.9000 us/op
WorkloadResult   2: 1 op, 112600.00 ns, 112.6000 us/op
WorkloadResult   3: 1 op, 111100.00 ns, 111.1000 us/op
WorkloadResult   4: 1 op, 112400.00 ns, 112.4000 us/op
WorkloadResult   5: 1 op, 113800.00 ns, 113.8000 us/op
WorkloadResult   6: 1 op, 111500.00 ns, 111.5000 us/op
WorkloadResult   7: 1 op, 115000.00 ns, 115.0000 us/op
WorkloadResult   8: 1 op, 119400.00 ns, 119.4000 us/op
WorkloadResult   9: 1 op, 111400.00 ns, 111.4000 us/op
WorkloadResult  10: 1 op, 115900.00 ns, 115.9000 us/op
WorkloadResult  11: 1 op, 122900.00 ns, 122.9000 us/op
WorkloadResult  12: 1 op, 117900.00 ns, 117.9000 us/op
WorkloadResult  13: 1 op, 114600.00 ns, 114.6000 us/op
WorkloadResult  14: 1 op, 112300.00 ns, 112.3000 us/op
WorkloadResult  15: 1 op, 114000.00 ns, 114.0000 us/op
WorkloadResult  16: 1 op, 112600.00 ns, 112.6000 us/op
WorkloadResult  17: 1 op, 108500.00 ns, 108.5000 us/op
WorkloadResult  18: 1 op, 103200.00 ns, 103.2000 us/op
WorkloadResult  19: 1 op, 102600.00 ns, 102.6000 us/op
WorkloadResult  20: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadResult  21: 1 op, 104300.00 ns, 104.3000 us/op
WorkloadResult  22: 1 op, 104000.00 ns, 104.0000 us/op
WorkloadResult  23: 1 op, 102400.00 ns, 102.4000 us/op
WorkloadResult  24: 1 op, 102200.00 ns, 102.2000 us/op
WorkloadResult  25: 1 op, 101900.00 ns, 101.9000 us/op
WorkloadResult  26: 1 op, 102300.00 ns, 102.3000 us/op
WorkloadResult  27: 1 op, 101700.00 ns, 101.7000 us/op
WorkloadResult  28: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadResult  29: 1 op, 105600.00 ns, 105.6000 us/op
WorkloadResult  30: 1 op, 102600.00 ns, 102.6000 us/op
WorkloadResult  31: 1 op, 102300.00 ns, 102.3000 us/op
WorkloadResult  32: 1 op, 101100.00 ns, 101.1000 us/op
WorkloadResult  33: 1 op, 104100.00 ns, 104.1000 us/op
WorkloadResult  34: 1 op, 107500.00 ns, 107.5000 us/op
WorkloadResult  35: 1 op, 102800.00 ns, 102.8000 us/op
WorkloadResult  36: 1 op, 103000.00 ns, 103.0000 us/op
WorkloadResult  37: 1 op, 101500.00 ns, 101.5000 us/op
WorkloadResult  38: 1 op, 101200.00 ns, 101.2000 us/op
WorkloadResult  39: 1 op, 101600.00 ns, 101.6000 us/op
WorkloadResult  40: 1 op, 103700.00 ns, 103.7000 us/op
WorkloadResult  41: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadResult  42: 1 op, 111100.00 ns, 111.1000 us/op
WorkloadResult  43: 1 op, 105200.00 ns, 105.2000 us/op
WorkloadResult  44: 1 op, 105500.00 ns, 105.5000 us/op
WorkloadResult  45: 1 op, 102600.00 ns, 102.6000 us/op
WorkloadResult  46: 1 op, 102100.00 ns, 102.1000 us/op
WorkloadResult  47: 1 op, 102700.00 ns, 102.7000 us/op
WorkloadResult  48: 1 op, 108300.00 ns, 108.3000 us/op
WorkloadResult  49: 1 op, 103600.00 ns, 103.6000 us/op
WorkloadResult  50: 1 op, 100400.00 ns, 100.4000 us/op
WorkloadResult  51: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadResult  52: 1 op, 96400.00 ns, 96.4000 us/op
WorkloadResult  53: 1 op, 97100.00 ns, 97.1000 us/op
WorkloadResult  54: 1 op, 96200.00 ns, 96.2000 us/op
WorkloadResult  55: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadResult  56: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadResult  57: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadResult  58: 1 op, 99600.00 ns, 99.6000 us/op
WorkloadResult  59: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadResult  60: 1 op, 105800.00 ns, 105.8000 us/op
WorkloadResult  61: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadResult  62: 1 op, 105600.00 ns, 105.6000 us/op
WorkloadResult  63: 1 op, 99900.00 ns, 99.9000 us/op
WorkloadResult  64: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadResult  65: 1 op, 110900.00 ns, 110.9000 us/op
WorkloadResult  66: 1 op, 100500.00 ns, 100.5000 us/op
WorkloadResult  67: 1 op, 100100.00 ns, 100.1000 us/op
WorkloadResult  68: 1 op, 98200.00 ns, 98.2000 us/op
WorkloadResult  69: 1 op, 103500.00 ns, 103.5000 us/op
WorkloadResult  70: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadResult  71: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadResult  72: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadResult  73: 1 op, 98700.00 ns, 98.7000 us/op
WorkloadResult  74: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadResult  75: 1 op, 100100.00 ns, 100.1000 us/op
WorkloadResult  76: 1 op, 98800.00 ns, 98.8000 us/op
WorkloadResult  77: 1 op, 98900.00 ns, 98.9000 us/op
WorkloadResult  78: 1 op, 97600.00 ns, 97.6000 us/op
WorkloadResult  79: 1 op, 99800.00 ns, 99.8000 us/op
WorkloadResult  80: 1 op, 97200.00 ns, 97.2000 us/op
WorkloadResult  81: 1 op, 98100.00 ns, 98.1000 us/op
WorkloadResult  82: 1 op, 101000.00 ns, 101.0000 us/op
WorkloadResult  83: 1 op, 109700.00 ns, 109.7000 us/op
WorkloadResult  84: 1 op, 101900.00 ns, 101.9000 us/op
WorkloadResult  85: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadResult  86: 1 op, 101800.00 ns, 101.8000 us/op
WorkloadResult  87: 1 op, 100200.00 ns, 100.2000 us/op
WorkloadResult  88: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadResult  89: 1 op, 104300.00 ns, 104.3000 us/op
WorkloadResult  90: 1 op, 99000.00 ns, 99.0000 us/op
WorkloadResult  91: 1 op, 97900.00 ns, 97.9000 us/op
WorkloadResult  92: 1 op, 103500.00 ns, 103.5000 us/op
WorkloadResult  93: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadResult  94: 1 op, 113100.00 ns, 113.1000 us/op
// GC:  0 0 0 25592 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 12208 has exited with code 0.

Mean = 104.031 μs, StdErr = 0.619 μs (0.60%), N = 94, StdDev = 6.005 μs
Min = 96.200 μs, Q1 = 99.700 μs, Median = 102.250 μs, Q3 = 105.750 μs, Max = 122.900 μs
IQR = 6.050 μs, LowerFence = 90.625 μs, UpperFence = 114.825 μs
ConfidenceInterval = [101.926 μs; 106.136 μs] (CI 99.9%), Margin = 2.105 μs (2.02% of Mean)
Skewness = 1.13, Kurtosis = 3.46, MValue = 2.41

// ** Remained 5 (33,3%) benchmark(s) to run. Estimated finish 2026-09-11 16:11 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: HierarchyBenchmarks.Add: Job-DRRRRQ(InvocationCount=1, UnrollFactor=1) [NodeCount=5000]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet f708123d-25c8-4862-a51c-d2fd081c87d7.dll --anonymousPipes 1652 1920 --benchmarkName "HierarchyBenchmarks.Add(NodeCount: 5000)" --job "InvocationCount=1, UnrollFactor=1" --benchmarkId 10 in D:\HierarchyKit\benchmarks\HierarchyKit.Benchmarks\bin\Release\net10.0\f708123d-25c8-4862-a51c-d2fd081c87d7\bin\Release\net10.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.12 (10.0.1226.42308), X64 RyuJIT AVX2
// GC=Non-concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: Job-JAJNLQ(InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 173300.00 ns, 173.3000 us/op
WorkloadJitting  1: 1 op, 309300.00 ns, 309.3000 us/op

OverheadWarmup   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 0.00 ns, 0.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

WorkloadWarmup   1: 1 op, 9900.00 ns, 9.9000 us/op
WorkloadWarmup   2: 1 op, 18300.00 ns, 18.3000 us/op
WorkloadWarmup   3: 1 op, 10500.00 ns, 10.5000 us/op
WorkloadWarmup   4: 1 op, 10700.00 ns, 10.7000 us/op
WorkloadWarmup   5: 1 op, 9600.00 ns, 9.6000 us/op
WorkloadWarmup   6: 1 op, 9900.00 ns, 9.9000 us/op

// BeforeActualRun
WorkloadActual   1: 1 op, 9800.00 ns, 9.8000 us/op
WorkloadActual   2: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadActual   3: 1 op, 10300.00 ns, 10.3000 us/op
WorkloadActual   4: 1 op, 10400.00 ns, 10.4000 us/op
WorkloadActual   5: 1 op, 10700.00 ns, 10.7000 us/op
WorkloadActual   6: 1 op, 10900.00 ns, 10.9000 us/op
WorkloadActual   7: 1 op, 10600.00 ns, 10.6000 us/op
WorkloadActual   8: 1 op, 11000.00 ns, 11.0000 us/op
WorkloadActual   9: 1 op, 13600.00 ns, 13.6000 us/op
WorkloadActual  10: 1 op, 11200.00 ns, 11.2000 us/op
WorkloadActual  11: 1 op, 17900.00 ns, 17.9000 us/op
WorkloadActual  12: 1 op, 11800.00 ns, 11.8000 us/op
WorkloadActual  13: 1 op, 11200.00 ns, 11.2000 us/op
WorkloadActual  14: 1 op, 14000.00 ns, 14.0000 us/op
WorkloadActual  15: 1 op, 11000.00 ns, 11.0000 us/op
WorkloadActual  16: 1 op, 10900.00 ns, 10.9000 us/op
WorkloadActual  17: 1 op, 10600.00 ns, 10.6000 us/op
WorkloadActual  18: 1 op, 10500.00 ns, 10.5000 us/op
WorkloadActual  19: 1 op, 10700.00 ns, 10.7000 us/op
WorkloadActual  20: 1 op, 14300.00 ns, 14.3000 us/op
WorkloadActual  21: 1 op, 11100.00 ns, 11.1000 us/op
WorkloadActual  22: 1 op, 17100.00 ns, 17.1000 us/op
WorkloadActual  23: 1 op, 14400.00 ns, 14.4000 us/op
WorkloadActual  24: 1 op, 12800.00 ns, 12.8000 us/op
WorkloadActual  25: 1 op, 10700.00 ns, 10.7000 us/op
WorkloadActual  26: 1 op, 11000.00 ns, 11.0000 us/op
WorkloadActual  27: 1 op, 10600.00 ns, 10.6000 us/op
WorkloadActual  28: 1 op, 11600.00 ns, 11.6000 us/op
WorkloadActual  29: 1 op, 10600.00 ns, 10.6000 us/op
WorkloadActual  30: 1 op, 13600.00 ns, 13.6000 us/op
WorkloadActual  31: 1 op, 10500.00 ns, 10.5000 us/op
WorkloadActual  32: 1 op, 11800.00 ns, 11.8000 us/op
WorkloadActual  33: 1 op, 12500.00 ns, 12.5000 us/op
WorkloadActual  34: 1 op, 10400.00 ns, 10.4000 us/op
WorkloadActual  35: 1 op, 11100.00 ns, 11.1000 us/op
WorkloadActual  36: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadActual  37: 1 op, 17200.00 ns, 17.2000 us/op
WorkloadActual  38: 1 op, 11600.00 ns, 11.6000 us/op
WorkloadActual  39: 1 op, 12500.00 ns, 12.5000 us/op
WorkloadActual  40: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadActual  41: 1 op, 12000.00 ns, 12.0000 us/op
WorkloadActual  42: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadActual  43: 1 op, 11500.00 ns, 11.5000 us/op
WorkloadActual  44: 1 op, 11400.00 ns, 11.4000 us/op
WorkloadActual  45: 1 op, 10600.00 ns, 10.6000 us/op
WorkloadActual  46: 1 op, 11100.00 ns, 11.1000 us/op
WorkloadActual  47: 1 op, 11600.00 ns, 11.6000 us/op
WorkloadActual  48: 1 op, 12900.00 ns, 12.9000 us/op
WorkloadActual  49: 1 op, 10500.00 ns, 10.5000 us/op
WorkloadActual  50: 1 op, 11900.00 ns, 11.9000 us/op
WorkloadActual  51: 1 op, 10700.00 ns, 10.7000 us/op
WorkloadActual  52: 1 op, 10600.00 ns, 10.6000 us/op
WorkloadActual  53: 1 op, 11700.00 ns, 11.7000 us/op
WorkloadActual  54: 1 op, 13100.00 ns, 13.1000 us/op
WorkloadActual  55: 1 op, 10700.00 ns, 10.7000 us/op
WorkloadActual  56: 1 op, 12000.00 ns, 12.0000 us/op
WorkloadActual  57: 1 op, 10700.00 ns, 10.7000 us/op
WorkloadActual  58: 1 op, 13600.00 ns, 13.6000 us/op
WorkloadActual  59: 1 op, 10600.00 ns, 10.6000 us/op
WorkloadActual  60: 1 op, 11200.00 ns, 11.2000 us/op
WorkloadActual  61: 1 op, 10200.00 ns, 10.2000 us/op
WorkloadActual  62: 1 op, 10800.00 ns, 10.8000 us/op
WorkloadActual  63: 1 op, 11400.00 ns, 11.4000 us/op
WorkloadActual  64: 1 op, 123200.00 ns, 123.2000 us/op
WorkloadActual  65: 1 op, 11100.00 ns, 11.1000 us/op
WorkloadActual  66: 1 op, 10800.00 ns, 10.8000 us/op
WorkloadActual  67: 1 op, 12200.00 ns, 12.2000 us/op
WorkloadActual  68: 1 op, 19800.00 ns, 19.8000 us/op
WorkloadActual  69: 1 op, 10900.00 ns, 10.9000 us/op
WorkloadActual  70: 1 op, 13100.00 ns, 13.1000 us/op
WorkloadActual  71: 1 op, 10500.00 ns, 10.5000 us/op
WorkloadActual  72: 1 op, 11200.00 ns, 11.2000 us/op
WorkloadActual  73: 1 op, 17600.00 ns, 17.6000 us/op
WorkloadActual  74: 1 op, 12700.00 ns, 12.7000 us/op
WorkloadActual  75: 1 op, 14900.00 ns, 14.9000 us/op
WorkloadActual  76: 1 op, 12800.00 ns, 12.8000 us/op
WorkloadActual  77: 1 op, 10000.00 ns, 10.0000 us/op
WorkloadActual  78: 1 op, 11800.00 ns, 11.8000 us/op
WorkloadActual  79: 1 op, 10800.00 ns, 10.8000 us/op
